Time (ms), PV cell voltage (mV), Biosensor current (nA)
217917,490.125,1191,
218121,493.625,1189.125,
218345,489.625,1182.75,
218527,492.5,1192.625,
218730,493.125,1182.875,
218955,489.375,1186.25,
219136,493.375,1192.875,
219339,490.75,1182.625,
219543,490,1192.125,
219745,493.625,1188.5,
219949,489.75,1181.75,
220171,492.5,1192.75,
220361,493.125,1184.375,
220558,489.5,1188,
220761,493.375,1193,
220963,490.75,1181.75,
221168,490.125,1191.25,
221370,493.625,1190,
221573,489.75,1183,
221777,492.375,1193.125,
221980,493.375,1183.875,
222183,489.5,1185.5,
222386,493.375,1193.125,
222609,491,1183.125,
222792,489.875,1192,
222995,493.625,1190.5,
223199,489.875,1182,
223401,492.375,1192.75,
223605,493.375,1184.75,
223808,489.5,1187,
224010,493.375,1193.75,
224213,491.125,1182.5,
224416,489.875,1190.625,
224619,493.5,1190.625,
224822,489.75,1183.25,
225027,492.125,1193.625,
225229,493.5,1184.5,
225433,489.5,1185.5,
225635,493.375,1193.25,
225839,491,1183,
226041,489.875,1192.375,
226267,493.625,1190.375,
226447,489.75,1182,
226650,492.5,1192.75,
226853,493.125,1184.25,
227056,489.5,1188.5,
227261,493.375,1193.625,
227464,490.625,1182.375,
227666,490.25,1191.75,
227870,493.625,1188.75,
228073,489.75,1183.375,
228275,492.625,1193.75,
228479,493,1183.75,
228682,489.5,1187.75,
228885,493.375,1192.75,
229088,490.625,1182.75,
229291,490.375,1193.25,
229494,493.625,1188,
229697,489.625,1182.625,
229900,492.625,1192.75,
230103,493.125,1184,
230306,489.375,1188.5,
230532,493.375,1193.375,
230723,490.625,1182.125,
230915,490.25,1191.75,
231119,493.625,1188.25,
231323,489.625,1183.625,
231525,492.625,1193.625,
231728,493,1183.125,
231931,489.375,1188,
232134,493.5,1192.625,
232338,490.5,1182.875,
232541,490.25,1192.625,
232743,493.625,1188.625,
232946,489.75,1182,
233158,492.5,1192.75,
233353,493.125,1183.875,
233556,489.375,1188.25,
233759,493.375,1193,
233962,490.75,1181.75,
234166,490.125,1191.375,
234368,493.625,1189.375,
234572,489.625,1183,
234774,492.375,1193,
234977,493.375,1183.5,
235180,489.5,1186.25,
235383,493.375,1193.375,
235595,490.875,1183.125,
235790,490,1191.625,
235993,493.625,1189.625,
236196,489.75,1181.625,
236399,492.375,1192.875,
236602,493.25,1184.625,
236808,489.375,1186.875,
237008,493.375,1193,
237211,491,1181.75,
237414,490,1191.375,
237618,493.625,1190.25,
237821,489.75,1183.125,
238024,492.375,1193,
238227,493.125,1183.625,
238455,489.5,1186.375,
238633,493.375,1193.5,
238838,490.75,1183.25,
239039,490,1192.125,
239242,493.625,1188.875,
239446,489.75,1182,
239671,492.5,1193.375,
239851,493.125,1184.5,
240054,489.375,1188,
240258,493.5,1193,
240461,490.625,1181.875,
240664,490.125,1191.875,
240867,493.625,1190.25,
241071,489.75,1183.25,
241274,492.5,1193.125,
241476,493.125,1183.375,
241680,489.5,1187,
241883,493.25,1193.875,
242085,490.875,1183.125,
242289,490,1191.875,
242493,493.625,1188.75,
242696,489.75,1182.5,
242898,492.5,1193.375,
243101,493.125,1184.875,
243304,489.5,1187.125,
243516,493.375,1192.875,
243710,490.875,1182,
243914,490.125,1192.125,
244117,493.5,1189.75,
244320,489.625,1182.375,
244523,492.375,1192.375,
244726,493.125,1183.375,
244929,489.375,1185.875,
245132,493.375,1193.875,
245359,491.25,1183.125,
245539,489.875,1190.875,
245742,493.625,1190.125,
245945,489.875,1182.25,
246149,492,1193.75,
246351,493.375,1185.125,
246554,489.375,1184.875,
246757,493.125,1192.625,
246960,491.625,1182.75,
247163,489.625,1191.5,
247366,493.5,1192,
247570,490,1182.375,
247773,491.75,1192.125,
247975,493.625,1184.75,
248179,489.5,1185.25,
248382,493.25,1194.25,
248585,491.5,1182.75,
248814,489.75,1190.5,
248992,493.625,1190.5,
249194,489.875,1182.625,
249397,491.875,1193.625,
249600,493.5,1185,
249805,489.5,1184.5,
250007,493.25,1193,
250210,491.625,1183.125,
250413,489.625,1191.875,
250616,493.625,1191.5,
250821,490,1181.875,
251022,491.875,1192.5,
251225,493.5,1185.25,
251439,489.5,1185.625,
251632,493.25,1193.875,
251835,491.75,1182.875,
252038,489.625,1190.5,
252241,493.5,1191.125,
252444,489.875,1182.75,
252648,491.625,1193.375,
252851,493.5,1185,
253054,489.375,1184.125,
253257,493.125,1193.125,
253460,491.625,1183.375,
253663,489.625,1191.625,
253867,493.5,1191.875,
254069,490,1181.875,
254272,491.5,1192.375,
254475,493.625,1185.625,
254678,489.5,1185.25,
254882,493,1193.5,
255085,492.375,1182.75,
255288,489.5,1190,
255491,493.5,1192.25,
255707,490.125,1183.25,
255898,491.125,1193.125,
256100,493.625,1185,
256305,489.5,1183.625,
256507,493.125,1193.5,
256710,492.375,1183.875,
256913,489.5,1190.5,
257116,493.5,1192.125,
257346,490.125,1181.875,
257532,491.375,1192.625,
257726,493.625,1186,
257928,489.5,1184.875,
258132,493.125,1193.25,
258335,492,1182.5,
258538,489.5,1190.5,
258741,493.5,1192.25,
258944,490,1183.125,
259147,491.5,1192.875,
259350,493.5,1184.625,
259553,489.5,1184.625,
259756,493.125,1193.625,
259959,491.5,1183.375,
260162,489.625,1191.125,
260366,493.625,1190.625,
260569,490,1182,
260772,491.875,1192.875,
260975,493.5,1185.375,
261178,489.375,1185.5,
261381,493.25,1192.875,
261584,491.375,1182.375,
261787,489.75,1191.25,
261992,493.625,1191.25,
262194,489.875,1182.75,
262397,492.125,1192.625,
262600,493.375,1184.125,
262802,489.375,1185.25,
263006,493.25,1194,
263209,491.25,1183.25,
263412,489.75,1191.25,
263616,493.625,1190,
263818,489.875,1182.125,
264021,492.125,1193.5,
264224,493.375,1185.25,
264428,489.375,1185.5,
264630,493.25,1193,
264835,491.125,1182.375,
265037,489.75,1191.75,
265240,493.625,1191.375,
265444,489.875,1182.625,
265646,492,1192.25,
265849,493.5,1184.25,
266064,489.5,1185.125,
266255,493.25,1194,
266459,491.625,1183.125,
266673,489.75,1191,
266865,493.625,1190.25,
267068,489.875,1182.125,
267272,491.875,1193.375,
267474,493.5,1185.25,
267677,489.5,1184.875,
267880,493.125,1192,
268083,491.875,1182.75,
268287,489.625,1191.5,
268490,493.625,1191.375,
268693,489.875,1182.25,
268896,491.875,1191.875,
269099,493.375,1184.125,
269303,489.5,1185.375,
269505,493.25,1193.875,
269708,491.625,1182.75,
269911,489.625,1190.125,
270114,493.5,1190.75,
270317,489.875,1182.375,
270520,492,1193.375,
270724,493.5,1184.625,
270928,489.375,1185,
271131,493.25,1192.5,
271333,491.125,1182.875,
271538,489.75,1191.75,
271740,493.625,1190.625,
271942,489.875,1181.875,
272146,492.125,1192.25,
272351,493.5,1184.125,
272552,489.5,1186.5,
272755,493.375,1193.625,
272959,491,1182,
273161,489.875,1190.75,
273365,493.75,1189.75,
273568,489.75,1182.75,
273771,492.25,1193.375,
273973,493.375,1183.875,
274177,489.5,1185.875,
274381,493.375,1192.625,
274584,490.875,1182.75,
274786,489.875,1191.875,
274989,493.625,1190,
275193,489.875,1181.5,
275396,492.25,1192.625,
275598,493.375,1184.375,
275802,489.5,1186.75,
276005,493.25,1193.25,
276207,490.875,1182,
276410,490,1190.875,
276614,493.625,1190,
276817,489.75,1182.75,
277021,492.25,1193.125,
277224,493.25,1183.625,
277426,489.5,1185.625,
277631,493.25,1193.25,
277833,490.875,1182.75,
278036,490,1191.75,
278239,493.625,1189,
278442,489.625,1181.625,
278685,492.375,1192.75,
278848,493.125,1184.375,
279051,489.375,1186.625,
279254,493.375,1192.75,
279457,491,1181.5,
279661,489.875,1191,
279864,493.5,1190,
280068,489.75,1182.75,
280270,492.375,1192.75,
280473,493.25,1183.25,
280676,489.5,1185.75,
280880,493.375,1193,
281082,490.625,1182.75,
281286,490.125,1191.625,
281489,493.625,1187.875,
281692,489.625,1181.625,
281895,492.5,1192.875,
282098,492.875,1183.875,
282301,489.375,1188,
282504,493.5,1192.25,
282707,490.5,1181.375,
282910,490.5,1192.125,
283114,493.625,1187.25,
283317,489.5,1183.375,
283520,492.875,1192.75,
283723,492.5,1182.375,
283925,489.375,1189.875,
284128,493.5,1192.75,
284332,490.25,1182.625,
284536,490.625,1192,
284738,493.75,1185.125,
284953,489.5,1183.375,
285144,493,1193.625,
285348,492.5,1183.75,
285551,489.5,1189.75,
285753,493.625,1191.25,
285958,490.25,1182,
286160,491.25,1192.875,
286363,493.625,1186.125,
286566,489.5,1184.25,
286769,493.125,1192.375,
286972,492.25,1182.375,
287175,489.625,1190.625,
287379,493.625,1192,
287581,490,1182.375,
287785,491.75,1192,
287988,493.625,1184.625,
288191,489.5,1184.625,
288394,493.125,1194,
288598,491.625,1183.25,
288800,489.625,1190.25,
289003,493.625,1190.125,
289206,489.875,1182.125,
289410,491.875,1193.25,
289613,493.5,1185.125,
289816,489.5,1184.875,
290018,493.25,1192.5,
290222,491.125,1182.125,
290425,489.875,1191.75,
290628,493.625,1190.75,
290831,489.75,1182,
291035,492.25,1192.25,
291238,493.375,1183.75,
291441,489.5,1186.375,
291643,493.375,1193.75,
291847,491,1182.375,
292050,490,1191.125,
292253,493.625,1189.25,
292455,489.75,1182.75,
292660,492.5,1193.75,
292863,493,1184,
293065,489.375,1186.875,
293268,493.375,1192.75,
293472,490.75,1182.5,
293675,490.125,1192.75,
293878,493.5,1189.375,
294081,489.75,1182.5,
294285,492.625,1192.5,
294488,493,1183.625,
294690,489.5,1188.875,
294893,493.375,1193.5,
295096,490.5,1182.375,
295313,490.375,1191.875,
295502,493.75,1187.875,
295706,489.625,1183.75,
295909,492.625,1193.875,
296112,492.875,1183.5,
296315,489.5,1188.625,
296518,493.5,1193.125,
296721,490.5,1183,
296925,490.375,1193.125,
297127,493.625,1187.5,
297331,489.625,1182.75,
297534,492.875,1193,
297736,492.875,1184,
297939,489.375,1190.125,
298144,493.5,1192.875,
298347,490.375,1182.125,
298549,490.625,1192,
298752,493.75,1186.25,
298956,489.5,1184.625,
299158,493,1193.5,
299362,492.25,1182.75,
299565,489.5,1190,
299767,493.5,1191.875,
299971,490,1182.875,
300174,491.5,1193.25,
300377,493.5,1184.875,
300580,489.5,1184.25,
300783,493.125,1193,
300986,491.625,1183,
301189,489.5,1191,
301392,493.625,1191,
301596,490,1181.25,
301799,491.875,1192.125,
302002,493.5,1184.875,
302205,489.5,1185.375,
302408,493.25,1192.875,
302612,491.5,1181.875,
302815,489.75,1190.25,
303018,493.625,1190.125,
303236,489.875,1182.5,
303425,492.125,1192.375,
303626,493.5,1183.25,
303830,489.5,1184.75,
304033,493.375,1192.625,
304236,491.125,1182.75,
304439,489.75,1190.875,
304641,493.625,1189.5,
304845,489.875,1180.875,
305049,492.125,1192.125,
305251,493.5,1184.5,
305455,489.375,1185.75,
305658,493.375,1192.5,
305862,491,1181.125,
306064,489.875,1190.625,
306267,493.625,1190.25,
306470,489.875,1182.25,
306673,492.125,1192.25,
306877,493.375,1183.125,
307080,489.5,1185.625,
307283,493.375,1192.5,
307486,490.875,1182.625,
307689,490.125,1191.375,
307892,493.625,1187.5,
308095,489.75,1181.875,
308298,492.625,1192.875,
308501,492.875,1183.625,
308704,489.375,1188.75,
308908,493.5,1191.75,
309111,490.5,1181.125,
309314,490.625,1191.75,
309516,493.75,1187,
309720,489.625,1183.125,
309923,492.875,1192.375,
310126,492.75,1182.25,
310330,489.5,1189,
310532,493.5,1192.125,
310735,490.125,1182.375,
310938,490.75,1191.625,
311142,493.625,1185.375,
311345,489.625,1182.75,
311548,493,1193.125,
311751,492.375,1183.125,
311953,489.375,1190.125,
312156,493.5,1190.875,
312360,490,1181.125,
312563,491.625,1192.5,
312766,493.5,1185.25,
312969,489.5,1184.75,
313172,493.25,1192.5,
313375,491.375,1181.75,
313579,489.875,1191.375,
313782,493.625,1189.625,
313985,489.75,1182.375,
314189,492.5,1192.375,
314390,493.125,1182.625,
314594,489.375,1186.75,
314798,493.375,1193,
315000,490.625,1182.5,
315203,490.375,1191.75,
315406,493.75,1187.125,
315610,489.625,1182.625,
315812,492.875,1193.25,
316015,492.75,1183.625,
316218,489.5,1189,
316421,493.625,1191.375,
316624,490.125,1181.625,
316827,491.125,1192.25,
317030,493.5,1185.625,
317233,489.375,1183.875,
317437,493.125,1192.625,
317640,492,1182.375,
317843,489.625,1191.25,
318045,493.625,1191,
318249,489.75,1182.5,
318452,492.25,1192.375,
318655,493.25,1183.625,
318859,489.375,1186.5,
319081,493.375,1193.5,
319264,490.75,1182.625,
319467,490.25,1191.75,
319671,493.625,1186.875,
319873,489.5,1183.25,
320077,492.875,1193.75,
320280,492.5,1183.75,
320483,489.5,1190,
320686,493.625,1191,
320890,490,1182.25,
321092,491.5,1193.25,
321295,493.5,1185.375,
321498,489.5,1185,
321702,493.25,1192.875,
321905,491.375,1182.25,
322108,489.75,1191.875,
322311,493.625,1191,
322515,489.875,1182.5,
322717,492.25,1192.625,
322921,493.125,1183.875,
323123,489.5,1187.625,
323327,493.375,1193.75,
323532,490.625,1182.625,
323732,490.375,1191.625,
323936,493.625,1187.125,
324138,489.625,1183.375,
324341,492.75,1193.625,
324545,492.625,1183.375,
324748,489.5,1189.375,
324951,493.5,1191.625,
325154,490.125,1182.625,
325358,491.125,1193.375,
325560,493.625,1186.125,
325764,489.5,1183.75,
325966,493.125,1192.75,
326170,491.875,1182.75,
326373,489.625,1191.625,
326577,493.625,1191.375,
326779,490,1181.625,
326982,492,1192.125,
327185,493.375,1184.25,
327388,489.5,1186.875,
327592,493.375,1193.5,
327794,490.875,1181.75,
327997,490.125,1190.5,
328201,493.625,1188.5,
328403,489.625,1183.25,
328608,492.75,1193.25,
328811,492.875,1182.75,
329013,489.375,1188.25,
329217,493.5,1192.375,
329420,490.25,1182.75,
329622,490.75,1192.75,
329825,493.625,1185.625,
330029,489.625,1182.875,
330232,493,1192.75,
330435,492.5,1183.25,
330638,489.5,1190.25,
330842,493.625,1191.375,
331045,490.125,1181.25,
331248,491.375,1191.875,
331450,493.625,1185.25,
331653,489.5,1184.875,
331857,493.25,1192.75,
332059,491.625,1181.625,
332262,489.75,1190.25,
332466,493.625,1190.875,
332670,490,1182.25,
332871,491.875,1192.375,
333076,493.5,1184,
333277,489.5,1184,
333482,493.25,1193,
333685,491.125,1182.75,
333887,489.875,1191.5,
334090,493.625,1188.875,
334294,489.75,1181.5,
334523,492.375,1192.5,
334700,493.125,1184.125,
334904,489.5,1187,
335106,493.375,1192.5,
335308,490.875,1181.5,
335513,490.125,1191.375,
335715,493.625,1188.875,
335919,489.625,1182.875,
336122,492.625,1192.5,
336324,493,1182.75,
336527,489.375,1188.5,
336731,493.5,1192.75,
336934,490.375,1182.625,
337137,490.625,1191.875,
337341,493.75,1186.25,
337544,489.5,1183.125,
337746,493,1193.5,
337950,492.5,1183.75,
338152,489.5,1189.875,
338356,493.5,1191.5,
338559,490.25,1181.875,
338761,490.875,1192.875,
338966,493.5,1186.625,
339169,489.5,1183.875,
339372,493,1192.625,
339574,492.375,1182.625,
339777,489.5,1190,
339988,493.5,1192.25,
340183,490.125,1182.5,
340387,491.125,1192.125,
340589,493.625,1184.625,
340792,489.5,1184.625,
340996,493.125,1193.875,
341199,491.625,1183.125,
341403,489.625,1190.875,
341605,493.625,1189.625,
341808,489.875,1182.125,
342011,492.375,1193.5,
342236,493.25,1184.625,
342417,489.5,1186.5,
342620,493.375,1192.375,
342823,490.75,1182,
343026,490.125,1192.375,
343230,493.625,1189.125,
343434,489.75,1182.75,
343636,492.625,1192.375,
343839,492.75,1182.75,
344042,489.5,1189.75,
344245,493.375,1193,
344449,490.25,1181.875,
344651,490.625,1191.75,
344854,493.625,1185.625,
345059,489.5,1183.75,
345261,493,1193.875,
345465,492.375,1183.125,
345667,489.5,1189.5,
345871,493.5,1191.125,
346074,490,1182.25,
346276,491.5,1193.25,
346479,493.5,1185.125,
346682,489.5,1184.75,
346885,493.125,1192.625,
347089,491,1182.5,
347291,490,1192.125,
347496,493.625,1189.25,
347698,489.75,1182.75,
347901,492.75,1192.5,
348105,492.75,1183.125,
348308,489.5,1190.25,
348510,493.5,1192.75,
348714,490.125,1182.25,
348916,491.125,1191.875,
349119,493.625,1184.875,
349322,489.5,1185.125,
349526,493.25,1193.875,
349729,491.25,1182.625,
349932,489.875,1190.75,
350135,493.625,1188.75,
350338,489.75,1182.625,
350541,492.625,1193.625,
350744,492.875,1183.5,
350947,489.375,1188.75,
351150,493.5,1191.625,
351375,490.25,1182,
351556,491,1193,
351759,493.625,1185.875,
351962,489.5,1184.375,
352165,493.25,1192.625,
352369,491.5,1182.375,
352572,489.75,1191.5,
352781,493.625,1190.875,
352978,489.875,1182,
353181,492.25,1192.5,
353384,493.25,1183.625,
353587,489.375,1186.875,
353790,493.375,1193.75,
353993,490.75,1182.375,
354197,490.25,1191.625,
354399,493.625,1188.125,
354602,489.625,1183.125,
354807,492.75,1193.625,
355010,492.875,1183.875,
355212,489.5,1188.875,
355416,493.5,1192.125,
355618,490.375,1182.5,
355821,490.625,1193,
356024,493.625,1187.125,
356228,489.5,1183.75,
356430,493.125,1192.875,
356634,492.125,1183,
356837,489.625,1191.375,
357039,493.5,1192,
357243,489.875,1182.625,
357447,492.125,1192.75,
357650,493.375,1184.25,
357852,489.5,1187.25,
358056,493.375,1194,
358258,490.75,1182.875,
358461,490.25,1192,
358664,493.75,1187.5,
358868,489.625,1183.625,
359071,492.875,1194.25,
359274,492.625,1184,
359477,489.5,1189.625,
359680,493.5,1191.875,
359884,490.125,1182.75,
360086,491.125,1193.5,
360289,493.625,1186.125,
360516,489.5,1184.375,
360696,493.25,1192.875,
360899,491.625,1183,
361102,489.75,1191.875,
361305,493.5,1191.25,
361508,489.75,1182.5,
361711,492.375,1192.625,
361914,493.25,1184.125,
362118,489.5,1187.25,
362320,493.375,1194,
362524,490.75,1182.625,
362727,490.25,1191.5,
362930,493.625,1188.375,
363133,489.625,1183.375,
363336,492.625,1194.125,
363540,492.875,1183.875,
363742,489.375,1189.25,
363946,493.375,1192.5,
364149,490.25,1183,
364352,490.625,1193.375,
364555,493.625,1186.625,
364758,489.5,1183.875,
364962,493,1193.125,
365165,491.875,1183.25,
365368,489.625,1191.875,
365570,493.5,1191.75,
365774,489.875,1182.25,
365977,492,1192.625,
366181,493.375,1184.875,
366382,489.375,1186.625,
366586,493.25,1194.125,
366789,491,1182.625,
366993,490,1191.5,
367196,493.625,1188.75,
367399,489.75,1183.375,
367601,492.625,1194.125,
367804,493,1183.625,
368008,489.5,1188.375,
368212,493.5,1192.75,
368414,490.5,1182.75,
368618,490.75,1193.375,
368820,493.625,1186.375,
369023,489.625,1183.625,
369226,493,1192.75,
369429,492.375,1183.5,
369632,489.5,1191.125,
369835,493.5,1191.75,
370038,490,1182.25,
370242,491.625,1192.125,
370444,493.625,1184.875,
370647,489.5,1186,
370850,493.25,1193.875,
371054,491,1182.625,
371257,490,1191.125,
371460,493.75,1187.875,
371663,489.75,1183.125,
371866,492.75,1193.625,
372069,492.875,1183.5,
372273,489.5,1189.25,
372475,493.625,1191.875,
372678,490.25,1182.625,
372881,491,1193.125,
373084,493.625,1186.125,
373313,489.5,1183.875,
373491,493.125,1192.625,
373694,492,1182.875,
373896,489.625,1191.625,
374100,493.625,1191.5,
374303,489.875,1182.125,
374506,492.25,1192.375,
374709,493.375,1184.125,
374912,489.375,1187.5,
375115,493.5,1193.625,
375319,490.625,1182.5,
375523,490.5,1191.875,
375751,493.75,1187,
375927,489.5,1183.75,
376131,493,1193.75,
376334,492.375,1183.5,
376538,489.5,1189.75,
376740,493.625,1191,
376943,490,1182.25,
377147,491.75,1193.625,
377350,493.5,1185,
377564,489.5,1185.125,
377756,493.375,1192.875,
377959,491.125,1182.625,
378162,489.875,1192.375,
378365,493.625,1190.625,
378569,489.75,1182.25,
378771,492.375,1192.75,
378985,493,1183.875,
379179,489.5,1189,
379380,493.5,1193.5,
379583,490.375,1182.625,
379787,490.5,1192,
379990,493.625,1186.5,
380193,489.625,1183.875,
380396,492.875,1194.25,
380600,492.5,1183.75,
380803,489.5,1190,
381006,493.625,1191.875,
381208,490,1182.875,
381413,491.25,1193.875,
381616,493.625,1186.125,
381817,489.5,1184.75,
382021,493.125,1193.375,
382223,491.25,1183.125,
382427,489.75,1192.5,
382642,493.5,1191,
382833,489.75,1182.625,
383036,492.375,1193,
383240,493.125,1184.375,
383443,489.375,1189.75,
383646,493.375,1194,
383850,490.375,1182.625,
384053,490.75,1192.25,
384255,493.75,1186.75,
384458,489.5,1184.375,
384662,493,1194.625,
384864,492.375,1183.5,
385068,489.5,1190.375,
385271,493.625,1192,
385474,490,1183.125,
385677,492,1194.125,
385880,493.5,1185,
386082,489.5,1186.75,
386287,493.375,1193.5,
386490,490.75,1183.125,
386692,490.25,1193.125,
386896,493.625,1189.25,
387098,489.625,1182.875,
387302,492.625,1193.125,
387506,493,1184.125,
387710,489.5,1190.125,
387910,493.25,1193.625,
388114,490.5,1182.75,
388317,490.625,1192.5,
388520,493.625,1186.75,
388723,489.5,1184.625,
388926,492.875,1194.25,
389129,492.125,1183.625,
389334,489.5,1190.625,
389536,493.625,1191.875,
389739,490,1183.375,
389942,491.625,1194,
390146,493.5,1185.75,
390348,489.5,1185.875,
390552,493.25,1193.625,
390756,491,1183.5,
390958,489.875,1193.375,
391160,493.625,1190.75,
391364,489.75,1183.25,
391594,492.625,1193.25,
391771,493,1184.375,
391973,489.375,1190.5,
392176,493.5,1193.75,
392380,490.25,1183.125,
392582,491.125,1192.875,
392786,493.625,1186.125,
392989,489.375,1185.625,
393192,493,1194.625,
393396,491.875,1183.5,
393599,489.625,1191.375,
393801,493.625,1191.125,
394004,489.875,1183.625,
394208,492.125,1194.5,
394411,493.25,1184.625,
394614,489.375,1186.75,
394819,493.375,1193.5,
395020,490.625,1183.375,
395223,490.25,1193.5,
395426,493.625,1188,
395629,489.5,1183.875,
395832,492.875,1193.25,
396036,492.625,1184,
396238,489.375,1191.375,
396441,493.5,1193.25,
396645,490.125,1182.875,
396847,491.375,1192.5,
397050,493.5,1185.875,
397254,489.5,1186.5,
397457,493.25,1194.375,
397660,491,1183,
397864,490,1191.625,
398067,493.625,1189.75,
398270,489.75,1183.875,
398473,492.625,1194.25,
398677,492.875,1184,
398880,489.5,1189.5,
399082,493.5,1192.75,
399286,490.125,1183.5,
399488,491.25,1194.125,
399704,493.5,1185.5,
399894,489.375,1185.375,
400098,493.25,1193.75,
400301,491.125,1183.75,
